"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"group_2221","","hypothetical protein","5","5","1","21","597","164","3","","779","779","779","","FAM1450_1K_01927","FAM19191_1K_01607","FAM22076_1K_01679","FAM23285_1K_01511","FAM8102_1K_01666"
"group_2222","","putative FAD-linked oxidoreductase","5","5","1","21","598","164","4","","620","620","620","","FAM1450_1K_01928","FAM19191_1K_01608","FAM22076_1K_01678","FAM23285_1K_01512","FAM8102_1K_01667"
"group_2231","","hypothetical protein","5","5","1","20","71","63","1","","617","617","617","","FAM1450_1K_01967","FAM19191_1K_01080","FAM22076_1K_01690","FAM23285_1K_01342","FAM8102_1K_01333"
"group_2250","","hypothetical protein","5","5","1","21","1222","8","1","","224","224","224","","FAM1450_1K_02064","FAM19191_1K_01394","FAM22076_1K_00767","FAM23285_1K_01319","FAM8102_1K_01441"
"group_2252","","hypothetical protein","5","5","1","20","41","165","1","","962","962","962","","FAM1450_1K_02072","FAM19191_1K_01956","FAM22076_1K_01860","FAM23285_1K_01990","FAM8102_1K_01280"
"group_2255","","hypothetical protein","5","5","1","20","26","6","1","","221","221","221","","FAM1450_1K_02088","FAM19191_1K_02130","FAM22076_1K_01965","FAM23285_1K_02208","FAM8102_1K_02242"
"group_2262","","hypothetical protein","5","5","1","7","4","144","4","","704","704","704","","FAM1450_1K_02100","FAM19191_1K_02040","FAM22076_1K_02005","FAM23285_1K_02096","FAM8102_1K_02137"
"group_2282","","hypothetical protein","5","5","1","4","1","114","1","Investigate","218","218","218","","FAM1450_1K_02172","FAM19191_1K_02005","FAM22076_1K_01999","FAM23285_1K_02033","FAM8102_1K_02085"
"group_2288","","hypothetical protein","5","5","1","21","300","134","1","","233","233","233","","FAM1450_1K_02197","FAM19191_1K_01779","FAM22076_1K_01986","FAM23285_1K_01725","FAM8102_1K_01874"
"steT_2","","hypothetical protein","5","5","1","21","1034","138","1","","263","1310","549","","FAM1450_1K_00839","FAM19191_1K_01231","FAM22076_1K_00918","FAM23285_1K_01190","FAM8102_1K_01267"
"group_2443","","hypothetical protein","5","5","1","21","1207","160","5","","884","896","891","","FAM1450_1K_01415","FAM19191_1K_00870","FAM22076_1K_00749","FAM23285_1K_00816","FAM8102_1K_00950"
"group_2506","","hypothetical protein","5","5","1","19","13","139","2","","938","941","939","","FAM1450_1K_01908","FAM19191_1K_01720","FAM22076_1K_01624","FAM23285_1K_01689","FAM8102_1K_01823"
"group_253","","hypothetical protein","5","5","1","21","161","100","1","","842","1394","1227","FAM1213_1K_01753","FAM1450_1K_02202","FAM19191_1K_02189","FAM22076_1K_01998","","FAM8102_1K_02270"
"group_2589","","hypothetical protein","5","5","1","21","1076","93","2","","1307","1310","1307","","FAM1450_1K_01834","FAM19191_1K_00974","FAM22076_1K_00989","FAM23285_1K_01035","FAM8102_1K_01072"
"yknY","","putative ABC transporter ATP-binding protein YknY","5","5","1","21","700","94","2","","284","2198","1205","","FAM1450_1K_00294","FAM19191_1K_01061","FAM22076_1K_01107","FAM23285_1K_01092","FAM8102_1K_00628"
"group_261","","hypothetical protein","5","5","1","10","6","151","1","","212","1139","468","FAM1213_1K_01988","FAM1450_1K_02120","FAM19191_1K_01924","","FAM23285_1K_01872","FAM8102_1K_02033"
"group_262","","hypothetical protein","5","5","1","21","683","163","4","","203","722","353","","FAM1450_1K_01874","FAM19191_1K_01271","FAM22076_1K_01974","FAM23285_1K_01973","FAM8102_1K_01322"
"group_2651","","hypothetical protein","5","5","1","21","1358","168","6","","1235","1247","1237","","FAM1450_1K_00375","FAM19191_1K_01524","FAM22076_1K_01981","FAM23285_1K_01765","FAM8102_1K_01570"
"group_288","","hypothetical protein","5","5","1","21","1079","90","1","","470","668","509","FAM1213_1K_00398","FAM1450_1K_01317","FAM19191_1K_00955","","FAM23285_1K_01016","FAM8102_1K_01053"
"group_292","","hypothetical protein","5","5","1","21","1","26","1","","161","254","216","","FAM1450_1K_00153","FAM19191_1K_00482","FAM22076_1K_00227","FAM23285_1K_00341","FAM8102_1K_00533"
"group_297","","hypothetical protein","5","5","1","21","59","49","1","","299","317","309","","FAM1450_1K_01386","FAM19191_1K_00395","FAM22076_1K_01257","FAM23285_1K_00497","FAM8102_1K_00563"
"group_304","","hypothetical protein","5","5","1","21","838","126","3","","836","1301","1208","FAM1213_1K_00826","FAM1450_1K_00809","FAM19191_1K_01474","","FAM23285_1K_01402","FAM8102_1K_01900"
"group_309","","hypothetical protein","5","5","1","19","39","158","2","","686","686","686","","FAM1450_1K_01913","FAM19191_1K_00336","FAM22076_1K_01187","FAM23285_1K_00438","FAM8102_1K_00468"
"group_314","","hypothetical protein","5","5","1","19","48","89","1","","245","533","464","","FAM1450_1K_01628","FAM19191_1K_00326","FAM22076_1K_01442","FAM23285_1K_00428","FAM8102_1K_00458"
"group_347","","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","5","5","1","21","946","43","1","","173","584","419","","FAM1450_1K_00051","FAM19191_1K_01046","FAM22076_1K_00341","FAM23285_1K_01121","FAM8102_1K_01172"
"group_379","","hypothetical protein","5","5","1","19","22","123","3","","209","575","306","","FAM1450_1K_01900","FAM19191_1K_01711","FAM22076_1K_01633","FAM23285_1K_01680","FAM8102_1K_01814"
"group_422","","hypothetical protein","5","5","1","19","42","158","8","","521","1079","821","","FAM1450_1K_01916","FAM19191_1K_00333","FAM22076_1K_01190","FAM23285_1K_00435","FAM8102_1K_00465"
"group_424","","hypothetical protein","5","5","1","21","728","64","1","","212","965","596","","FAM1450_1K_02147","FAM19191_1K_02117","FAM22076_1K_01870","FAM23285_1K_02200","FAM8102_1K_02201"
"group_427","","hypothetical protein","5","5","1","21","453","","","","386","647","440","FAM1213_1K_00108","FAM1450_1K_02152","FAM19191_1K_02144","","FAM23285_1K_02214","FAM8102_1K_02229"
"group_429","","Putative phosphatase","5","5","1","21","1004","54","1","","518","518","518","","FAM1450_1K_01860","FAM19191_1K_02078","FAM22076_1K_01647","FAM23285_1K_02125","FAM8102_1K_02159"
"pbpB","","Penicillin-binding protein 2B","5","5","1","21","662","","","","1817","1817","1817","","FAM1450_1K_00699","FAM19191_1K_00858","FAM22076_1K_00298","FAM23285_1K_00797","FAM8102_1K_00931"
"group_467","","hypothetical protein","5","5","1","21","298","134","2","","311","482","447","","FAM1450_1K_02199","FAM19191_1K_01777","FAM22076_1K_01984","FAM23285_1K_01723","FAM8102_1K_01872"
"group_517","","hypothetical protein","5","5","1","21","875","61","1","","398","686","628","","FAM1450_1K_00347","FAM19191_1K_01672","FAM22076_1K_00954","FAM23285_1K_01693","FAM8102_1K_01750"
"group_522","","hypothetical protein","5","5","1","21","1421","168","15","","278","551","489","FAM1213_1K_01646","FAM1450_1K_00384","FAM19191_1K_01169","","FAM23285_1K_01135","FAM8102_1K_01207"
"group_527","","hypothetical protein","5","5","1","21","1414","168","1","","2480","3212","3065","FAM1213_1K_01704","FAM1450_1K_00396","FAM19191_1K_01157","","FAM23285_1K_01123","FAM8102_1K_01195"
"group_530","","hypothetical protein","5","5","1","21","79","2","1","","383","425","408","","FAM1450_1K_00545","FAM19191_1K_00191","FAM22076_1K_00570","FAM23285_1K_00655","FAM8102_1K_00337"
"group_534","","hypothetical protein","5","5","1","21","141","170","46","","353","581","435","FAM1213_1K_01789","FAM1450_1K_00734","","FAM22076_1K_01010","FAM23285_1K_02085","FAM8102_1K_01662"
"group_548","","hypothetical protein","5","5","1","21","1234","42","1","","296","1166","992","","FAM1450_1K_01764","FAM19191_1K_01831","FAM22076_1K_01461","FAM23285_1K_01951","FAM8102_1K_01935"
"group_567","","hypothetical protein","5","5","1","21","271","28","1","","200","572","484","","FAM1450_1K_01311","FAM19191_1K_00949","FAM22076_1K_01725","FAM23285_1K_01010","FAM8102_1K_01047"
"group_573","","hypothetical protein","5","5","1","19","45","158","5","","146","2555","948","","FAM1450_1K_01632","FAM19191_1K_00329","FAM22076_1K_01447","FAM23285_1K_00431","FAM8102_1K_00461"
"group_576","","hypothetical protein","5","5","1","21","781","62","1","","140","281","197","","FAM1450_1K_01788","FAM19191_1K_01294","FAM22076_1K_00605","FAM23285_1K_01921","FAM8102_1K_01767"
"group_578","","hypothetical protein","5","5","1","21","677","65","1","","884","1316","1179","","FAM1450_1K_01882","FAM19191_1K_01420","FAM22076_1K_01846","FAM23285_1K_01884","FAM8102_1K_01467"
"group_607","","hypothetical protein","5","5","1","21","188","113","2","","191","413","354","FAM1213_1K_00316","","FAM19191_1K_00834","FAM22076_1K_00801","FAM23285_1K_01555","FAM8102_1K_01639"
"murJ_2","","Lipid II flippase MurJ","5","5","1","17","7","","","","1604","1616","1613","FAM1213_1K_00568","","FAM19191_1K_00616","FAM22076_1K_00717","FAM23285_1K_00608","FAM8102_1K_00747"
"group_636","","hypothetical protein","5","5","1","21","742","153","7","","236","236","236","FAM1213_1K_00569","","FAM19191_1K_00617","FAM22076_1K_00718","FAM23285_1K_00609","FAM8102_1K_00748"
"group_666","","hypothetical protein","5","5","1","21","1220","136","1","","521","1301","1145","FAM1213_1K_00842","","FAM19191_1K_01396","FAM22076_1K_00764","FAM23285_1K_01321","FAM8102_1K_01443"
"group_683","","hypothetical protein","5","5","1","20","20","46","1","","269","422","367","FAM1213_1K_01081","FAM1450_1K_01166","FAM19191_1K_01668","","FAM23285_1K_01609","FAM8102_1K_01721"
"group_684","","hypothetical protein","5","5","1","20","25","119","1","","353","413","389","FAM1213_1K_01088","","FAM19191_1K_02069","FAM22076_1K_00865","FAM23285_1K_02056","FAM8102_1K_02154"
"group_700","","hypothetical protein","5","5","1","21","603","164","8","","338","929","810","FAM1213_1K_01247","FAM1450_1K_02134","FAM19191_1K_01617","","FAM23285_1K_01521","FAM8102_1K_01676"
"group_702","","hypothetical protein","5","5","1","21","607","21","1","","710","1100","866","","FAM1450_1K_02079","FAM19191_1K_02072","FAM22076_1K_01659","FAM23285_1K_02130","FAM8102_1K_02164"
"group_739","","hypothetical protein","5","5","1","21","1418","168","18","","272","503","318","FAM1213_1K_01651","FAM1450_1K_00387","FAM19191_1K_01166","","FAM23285_1K_01132","FAM8102_1K_01204"
"group_751","","hypothetical protein","5","5","1","21","143","170","44","","383","980","518","FAM1213_1K_01790","FAM1450_1K_00732","","FAM22076_1K_01008","FAM23285_1K_02083","FAM8102_1K_01660"
"group_756","","hypothetical protein","5","5","1","21","220","76","1","","263","851","596","FAM1213_1K_01856","","FAM19191_1K_01066","FAM22076_1K_01756","FAM23285_1K_01087","FAM8102_1K_00633"
"group_758","","hypothetical protein","5","5","1","21","766","148","5","","389","551","489","FAM1213_1K_01873","","FAM19191_1K_01303","FAM22076_1K_00597","FAM23285_1K_01562","FAM8102_1K_01624"
"group_781","","hypothetical protein","5","5","1","20","79","11","1","","302","647","371","FAM1213_1K_02040","FAM1450_1K_01850","FAM19191_1K_02146","FAM22076_1K_01598","","FAM8102_1K_02231"
"group_788","","hypothetical protein","5","5","1","21","170","170","28","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","341","878","478","FAM1213_1K_02070","FAM1450_1K_01363","","FAM22076_1K_01350","FAM23285_1K_01978","FAM8102_1K_02066"
"group_790","","hypothetical protein","5","5","1","21","952","37","1","","1037","1271","1166","","FAM1450_1K_00057","FAM19191_1K_01040","FAM22076_1K_00347","FAM23285_1K_01115","FAM8102_1K_01166"
"group_791","","hypothetical protein","5","5","1","21","961","157","1","","347","518","390","","FAM1450_1K_00069","FAM19191_1K_01028","FAM22076_1K_00359","FAM23285_1K_01103","FAM8102_1K_01154"
"group_803","","hypothetical protein","5","5","1","21","882","147","6","","356","368","365","","FAM1450_1K_00357","FAM19191_1K_01356","FAM22076_1K_00944","FAM23285_1K_01296","FAM8102_1K_01403"
"group_804","","hypothetical protein","5","5","1","21","883","147","5","","284","392","348","","FAM1450_1K_00358","FAM19191_1K_01357","FAM22076_1K_00943","FAM23285_1K_01297","FAM8102_1K_01404"
"group_805","","hypothetical protein","5","5","1","21","884","147","4","","227","527","466","","FAM1450_1K_00359","FAM19191_1K_01623","FAM22076_1K_00580","FAM23285_1K_01582","FAM8102_1K_01682"
"group_806","","hypothetical protein","5","5","1","21","862","92","1","","266","272","269","","FAM1450_1K_00658","FAM19191_1K_01861","FAM22076_1K_01469","FAM23285_1K_01896","FAM8102_1K_01938"
"group_807","","hypothetical protein","5","5","1","21","1387","169","10","","479","839","767","","FAM1450_1K_00674","FAM19191_1K_01529","FAM22076_1K_01557","FAM23285_1K_01486","FAM8102_1K_01553"
"group_815","","hypothetical protein","5","5","1","21","293","162","5","","212","308","250","","FAM1450_1K_00842","FAM19191_1K_01227","FAM22076_1K_00922","FAM23285_1K_01186","FAM8102_1K_01263"
"group_817","","hypothetical protein","5","5","1","21","978","4","1","","755","1487","1194","","FAM1450_1K_00979","FAM19191_1K_00926","FAM22076_1K_00383","FAM23285_1K_00912","FAM8102_1K_01000"
"group_822","","hypothetical protein","5","5","1","21","1201","160","1","","458","527","502","","FAM1450_1K_01335","FAM19191_1K_00877","FAM22076_1K_01069","FAM23285_1K_00809","FAM8102_1K_00943"
"group_823","","hypothetical protein","5","5","1","21","1141","133","3","","365","608","539","","FAM1450_1K_01399","FAM19191_1K_01586","FAM22076_1K_01736","FAM23285_1K_00457","FAM8102_1K_01613"
"group_826","","hypothetical protein","5","5","1","19","33","128","3","","593","773","639","","FAM1450_1K_01886","FAM19191_1K_00343","FAM22076_1K_01181","FAM23285_1K_00445","FAM8102_1K_00475"
"group_832","","hypothetical protein","5","5","1","21","1139","133","2","","827","1592","1439","","FAM1450_1K_01989","FAM19191_1K_01590","FAM22076_1K_01744","FAM23285_1K_00461","FAM8102_1K_01617"
"gmuR_2","","HTH-type transcriptional regulator GmuR","5","5","1","21","230","","","","494","722","676","","FAM1450_1K_02097","FAM19191_1K_02044","FAM22076_1K_01936","FAM23285_1K_02100","FAM8102_1K_02141"
"group_836","","hypothetical protein","5","5","1","21","1058","163","6","","287","677","404","","FAM1450_1K_02183","FAM19191_1K_01273","FAM22076_1K_00387","FAM23285_1K_01971","FAM8102_1K_01320"
"group_874","","hypothetical protein","5","5","1","21","803","52","1","","449","449","449","FAM1213_1K_00199","FAM1450_1K_00853","","FAM22076_1K_00585","FAM23285_1K_02037","FAM8102_1K_02136"
"group_875","","hypothetical protein","5","5","1","21","793","30","1","","137","239","218","FAM1213_1K_00210","FAM1450_1K_00863","FAM19191_1K_01744","","FAM23285_1K_01676","FAM8102_1K_01830"
"group_9","","hypothetical protein","5","5","1","21","769","125","2","","317","1127","768","FAM1213_1K_01851","FAM1450_1K_00664","FAM19191_1K_01867","","FAM23285_1K_01890","FAM8102_1K_01944"
"group_919","","hypothetical protein","5","5","1","21","1088","67","1","","422","422","422","FAM1213_1K_00389","","FAM19191_1K_00963","FAM22076_1K_01000","FAM23285_1K_01024","FAM8102_1K_01061"
"group_92","","hypothetical protein","5","5","1","19","58","96","2","","644","1178","798","","FAM1450_1K_01260","FAM19191_1K_00316","FAM22076_1K_01051","FAM23285_1K_00418","FAM8102_1K_00448"
"group_94","","hypothetical protein","5","5","1","21","1354","140","4","","383","572","530","","FAM1450_1K_00371","FAM19191_1K_01520","FAM22076_1K_01173","FAM23285_1K_01761","FAM8102_1K_01566"
"group_974","","hypothetical protein","5","5","1","21","892","25","1","","902","914","904","FAM1213_1K_00641","","FAM19191_1K_01636","FAM22076_1K_01797","FAM23285_1K_01589","FAM8102_1K_01704"
"gtaB_1","","UTP--glucose-1-phosphate uridylyltransferase","5","5","1","21","824","141","4","","875","881","876","","FAM1450_1K_00361","FAM19191_1K_01361","FAM22076_1K_01655","FAM23285_1K_01301","FAM8102_1K_01408"
"guaB_2","","Inosine-5'-monophosphate dehydrogenase","5","5","1","20","38","165","10","","251","305","261","","FAM1450_1K_02075","FAM19191_1K_01959","FAM22076_1K_01863","FAM23285_1K_01993","FAM8102_1K_01283"
"hsdM","","Type I restriction enzyme EcoKI M protein","5","5","1","21","1415","168","21","","1460","1460","1460","FAM1213_1K_01705","FAM1450_1K_00395","FAM19191_1K_01158","","FAM23285_1K_01124","FAM8102_1K_01196"
"iscS_2","","Cysteine desulfurase IscS","5","5","1","21","592","31","1","","977","1160","1123","FAM1213_1K_00544","","FAM19191_1K_01809","FAM22076_1K_00403","FAM23285_1K_01720","FAM8102_1K_01906"
"lacS_3","","Lactose permease","5","5","1","13","4","108","1","","524","524","524","","FAM1450_1K_02051","FAM19191_1K_01750","FAM22076_1K_01421","FAM23285_1K_01703","FAM8102_1K_01843"
"lacS_4","","Lactose permease","5","5","1","13","5","108","2","","329","329","329","FAM1213_1K_01635","","FAM19191_1K_01751","FAM22076_1K_01420","FAM23285_1K_01704","FAM8102_1K_01844"
"luxS","","S-ribosylhomocysteine lyase","5","5","1","21","119","69","1","","473","473","473","","FAM1450_1K_01873","FAM19191_1K_00778","FAM22076_1K_01634","FAM23285_1K_00937","FAM8102_1K_01025"
"melA_1","","Alpha-galactosidase Mel36A","5","5","1","20","8","130","3","","197","545","405","","FAM1450_1K_01152","FAM19191_1K_02009","FAM22076_1K_00846","FAM23285_1K_02026","FAM8102_1K_02089"
"metB","","Cystathionine gamma-synthase","5","5","1","11","6","154","6","","1184","1184","1184","","FAM1450_1K_01844","FAM19191_1K_01965","FAM22076_1K_01588","FAM23285_1K_01999","FAM8102_1K_02072"
"metF","","5,10-methylenetetrahydrofolate reductase","5","5","1","21","121","170","1","","665","665","665","","FAM1450_1K_01871","FAM19191_1K_00780","FAM22076_1K_01636","FAM23285_1K_00935","FAM8102_1K_01023"
"mglA","","Galactose/methyl galactoside import ATP-binding protein MglA","5","5","1","21","1390","169","7","","1544","1544","1544","","FAM1450_1K_00671","FAM19191_1K_01532","FAM22076_1K_01554","FAM23285_1K_01489","FAM8102_1K_01556"
"mmuM","","Homocysteine S-methyltransferase","5","5","1","21","1032","138","4","","299","971","702","","FAM1450_1K_00089","FAM19191_1K_01853","FAM22076_1K_01221","FAM23285_1K_01819","FAM8102_1K_01957"
"msbA_1","","Lipid A export ATP-binding/permease protein MsbA","5","5","1","21","1392","169","5","","854","1589","1321","","FAM1450_1K_00668","FAM19191_1K_01535","FAM22076_1K_01551","FAM23285_1K_01492","FAM8102_1K_01559"
"natA","","ABC transporter ATP-binding protein NatA","5","5","1","10","5","151","2","","761","761","761","FAM1213_1K_01989","FAM1450_1K_02121","FAM19191_1K_01923","","FAM23285_1K_01871","FAM8102_1K_02032"
"nrdE1","","Ribonucleoside-diphosphate reductase subunit alpha 1","5","5","1","11","1","154","1","","2168","2168","2168","","FAM1450_1K_01839","FAM19191_1K_01984","FAM22076_1K_01593","FAM23285_1K_02021","FAM8102_1K_02080"
"nrdF","","Ribonucleoside-diphosphate reductase 2 subunit beta","5","5","1","11","3","154","3","","1007","1007","1007","","FAM1450_1K_01841","FAM19191_1K_01982","FAM22076_1K_01591","FAM23285_1K_02019","FAM8102_1K_02078"
"nrdI","","Protein NrdI","5","5","1","11","2","154","2","","422","422","422","","FAM1450_1K_01840","FAM19191_1K_01983","FAM22076_1K_01592","FAM23285_1K_02020","FAM8102_1K_02079"
"odcI_1","","Inducible ornithine decarboxylase","5","5","1","21","823","141","3","","2105","2105","2105","","FAM1450_1K_00362","FAM19191_1K_01362","FAM22076_1K_01656","FAM23285_1K_01302","FAM8102_1K_01409"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase","5","5","1","21","398","48","1","","515","518","516","","FAM1450_1K_00464","FAM19191_1K_00978","FAM22076_1K_00009","FAM23285_1K_00988","FAM8102_1K_01103"
"opuBA","","Choline transport ATP-binding protein OpuBA","5","5","1","21","1208","160","4","","761","761","761","","FAM1450_1K_01416","FAM19191_1K_00869","FAM22076_1K_00750","FAM23285_1K_00817","FAM8102_1K_00951"
"pdp","","Pyrimidine-nucleoside phosphorylase","5","5","1","21","139","170","48","","224","1121","792","","FAM1450_1K_00736","FAM19191_1K_00799","FAM22076_1K_01012","FAM23285_1K_00916","FAM8102_1K_01004"
"pepDA_3","","Dipeptidase A","5","5","1","21","1217","136","2","","275","1400","879","FAM1213_1K_00843","FAM1450_1K_01427","FAM19191_1K_01399","","FAM23285_1K_01324","FAM8102_1K_01446"
"pglK","","Protein glycosylation K","5","5","1","21","791","148","1","","1574","1604","1598","FAM1213_1K_00213","FAM1450_1K_00865","FAM19191_1K_01308","","FAM23285_1K_01567","FAM8102_1K_01629"
"prtP","","PII-type proteinase","5","5","1","21","1073","127","3","","4310","4970","4838","","FAM1450_1K_01673","FAM19191_1K_01835","FAM22076_1K_01718","FAM23285_1K_01821","FAM8102_1K_01909"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","5","5","1","21","1376","167","7","","716","716","716","","FAM1450_1K_00686","FAM19191_1K_01183","FAM22076_1K_01035","FAM23285_1K_01149","FAM8102_1K_01221"
"purD_1","","Phosphoribosylamine--glycine ligase","5","5","1","21","1107","161","9","","740","1259","843","FAM1213_1K_00357","FAM1450_1K_00906","FAM19191_1K_00903","","FAM23285_1K_00886","FAM8102_1K_00976"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","5","5","1","21","1374","167","9","","488","488","488","","FAM1450_1K_00688","FAM19191_1K_01181","FAM22076_1K_01037","FAM23285_1K_01147","FAM8102_1K_01219"
"purF","","Amidophosphoribosyltransferase","5","5","1","21","1380","167","3","","1433","1433","1433","","FAM1450_1K_00682","FAM19191_1K_01187","FAM22076_1K_01031","FAM23285_1K_01153","FAM8102_1K_01225"
"purH","","Bifunctional purine biosynthesis protein PurH","5","5","1","21","1382","167","1","","2135","2135","2135","","FAM1450_1K_00680","FAM19191_1K_01189","FAM22076_1K_01029","FAM23285_1K_01155","FAM8102_1K_01227"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase","5","5","1","21","1375","167","8","","1136","1136","1136","","FAM1450_1K_00687","FAM19191_1K_01182","FAM22076_1K_01036","FAM23285_1K_01148","FAM8102_1K_01220"
"purL","","Phosphoribosylformylglycinamidine synthase subunit PurL","5","5","1","21","1379","167","4","","2231","2231","2231","","FAM1450_1K_00683","FAM19191_1K_01186","FAM22076_1K_01032","FAM23285_1K_01152","FAM8102_1K_01224"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","5","5","1","21","1381","167","2","","1049","1049","1049","","FAM1450_1K_00681","FAM19191_1K_01188","FAM22076_1K_01030","FAM23285_1K_01154","FAM8102_1K_01226"
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","5","5","1","21","1378","167","5","","671","671","671","","FAM1450_1K_00684","FAM19191_1K_01185","FAM22076_1K_01033","FAM23285_1K_01151","FAM8102_1K_01223"
"pyrF","","Orotidine 5'-phosphate decarboxylase","5","5","1","21","1351","59","1","","704","704","704","","FAM1450_1K_00368","FAM19191_1K_01517","FAM22076_1K_01170","FAM23285_1K_02015","FAM8102_1K_01563"
"rarA","","Replication-associated recombination protein A","5","5","1","21","477","146","3","","269","1340","1116","FAM1213_1K_00032","","FAM19191_1K_00140","FAM22076_1K_00176","FAM23285_1K_00207","FAM8102_1K_00215"
"rocC","","Amino-acid permease RocC","5","5","1","21","1028","138","3","","740","1013","903","","FAM1450_1K_00087","FAM19191_1K_01852","FAM22076_1K_01223","FAM23285_1K_01818","FAM8102_1K_01956"
"sdhA","","L-serine dehydratase, alpha chain","5","5","1","21","1364","168","10","","881","884","883","FAM1213_1K_01642","FAM1450_1K_00379","FAM19191_1K_01174","","FAM23285_1K_01140","FAM8102_1K_01212"
"steT_1","","Serine/threonine exchanger SteT","5","5","1","21","249","109","2","","863","1310","960","FAM1213_1K_00894","","FAM19191_1K_01230","FAM22076_1K_00919","FAM23285_1K_01189","FAM8102_1K_01266"
"steT_2","","Serine/threonine exchanger SteT","5","5","1","21","1034","138","1","","1331","1331","1331","","FAM1450_1K_00093","FAM19191_1K_02113","FAM22076_1K_01217","FAM23285_1K_02152","FAM8102_1K_02211"
"tetM","","Tetracycline resistance protein TetM from transposon TnFO1","5","5","1","21","1202","160","2","","245","1925","1500","","FAM1450_1K_01334","FAM19191_1K_00876","FAM22076_1K_01068","FAM23285_1K_00810","FAM8102_1K_00944"
"tmpC","","Membrane lipoprotein TmpC","5","5","1","21","1391","169","6","","1085","1085","1085","","FAM1450_1K_00670","FAM19191_1K_01533","FAM22076_1K_01553","FAM23285_1K_01490","FAM8102_1K_01557"
"yafV","","Omega-amidase YafV","5","5","1","20","39","165","3","","791","791","791","","FAM1450_1K_02074","FAM19191_1K_01958","FAM22076_1K_01862","FAM23285_1K_01992","FAM8102_1K_01282"
"ybjI_2","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI","5","5","1","21","274","143","7","","818","818","818","","FAM1450_1K_01648","FAM19191_1K_01490","FAM22076_1K_01310","FAM23285_1K_02222","FAM8102_1K_01952"
"ycaM_1","","Inner membrane transporter YcaM","5","5","1","21","71","82","2","","977","977","977","","FAM1450_1K_00553","FAM19191_1K_00199","FAM22076_1K_00578","FAM23285_1K_00663","FAM8102_1K_00329"
"ycaM_4","","Inner membrane transporter YcaM","5","5","1","21","822","141","2","","1451","1451","1451","","FAM1450_1K_00363","FAM19191_1K_01363","FAM22076_1K_01657","FAM23285_1K_01303","FAM8102_1K_01410"
"ydhK","","putative protein YdhK","5","5","1","20","34","165","6","","557","557","557","FAM1213_1K_01338","FAM1450_1K_02008","FAM19191_1K_01788","","FAM23285_1K_01772","FAM8102_1K_01288"
"ydiM","","Inner membrane transport protein YdiM","5","5","1","21","1371","167","12","","1100","1145","1127","","FAM1450_1K_00692","FAM19191_1K_01177","FAM22076_1K_01040","FAM23285_1K_01143","FAM8102_1K_01215"
"yfnB","","Putative HAD-hydrolase YfnB","5","5","1","21","1205","160","7","","707","707","707","","FAM1450_1K_01413","FAM19191_1K_00872","FAM22076_1K_01979","FAM23285_1K_00814","FAM8102_1K_00948"
"yicL","","putative inner membrane transporter YicL","5","5","1","21","159","38","1","","785","971","896","","FAM1450_1K_01361","FAM19191_1K_02026","FAM22076_1K_01210","FAM23285_1K_02087","FAM8102_1K_02112"
"yknY","","hypothetical protein","5","5","1","21","700","94","2","","1190","2336","1560","FAM1213_1K_01804","","FAM19191_1K_01062","FAM22076_1K_01108","FAM23285_1K_01091","FAM8102_1K_00629"
"yvgN","","Glyoxal reductase","5","5","1","21","1203","160","3","","866","866","866","","FAM1450_1K_01331","FAM19191_1K_00875","FAM22076_1K_01066","FAM23285_1K_00811","FAM8102_1K_00945"
"ywqD","","Tyrosine-protein kinase YwqD","5","5","1","21","867","3","1","","788","788","788","FAM1213_1K_01610","","FAM19191_1K_01380","FAM22076_1K_01340","FAM23285_1K_01613","FAM8102_1K_01415"
"bglA_3","","6-phospho-beta-glucosidase BglA","4","4","1","21","601","164","10","","440","1445","691","FAM1213_1K_01243","","FAM19191_1K_01614","","FAM23285_1K_01518","FAM8102_1K_01673"
"bglH_2","","Aryl-phospho-beta-D-glucosidase BglH","4","4","1","19","14","139","3","","959","1382","1276","","","FAM19191_1K_01719","FAM22076_1K_01625","FAM23285_1K_01688","FAM8102_1K_01822"
"carB_2","","Carbamoyl-phosphate synthase large chain","4","4","1","21","1345","129","3","","1334","3188","2724","FAM1213_1K_00677","","FAM19191_1K_01374","","FAM23285_1K_01314","FAM8102_1K_01436"
"cas1","","CRISPR-associated endonuclease Cas1","4","4","1","21","1113","161","3","","1031","1031","1031","FAM1213_1K_00351","","FAM19191_1K_00897","","FAM23285_1K_00880","FAM8102_1K_00970"
